asli;olah;target
Dari undangan gada samasekali jam vaksinnya. Alhasil pake kira2 berangkat dijam yg sama kaya vaksin 1 dan ternyata… https://t.co/yaSlXEJWrk;"Dari undangan gada samasekali jam vaksinnya. Alhasil pake kira2 berangkat dijam yg sama kaya vaksin 1 dan ternyata benar aja jam 8 pagi. Ada 2 jadwal vaksin dihari ini dari pendaftaran vaberaya khusus vaksin puskesmas dosis 2 dan jadwal vaksin 1 vaksin dari kelurahan pake kupon
";negative
Kabar gembira untuk diriku sendiri yaitu sudah vaksin 2x atau 2 dosis lengkap. Kebetulan tempatnya sama di puskesma… https://t.co/y8PsDIKfOc;"Kabar gembira untuk diriku sendiri yaitu sudah vaksin 2x atau 2 dosis lengkap. Kebetulan tempatnya sama di puskesmas terdekat alias 800 meter dari rumah 😂
";positive
Thread ini adalah thread pengalaman pribadi setelah vaksin covid19 moderna vaccine 2nd jabs. Kipi dan reaksi yg ku… https://t.co/Tp2N5xswC9;"Thread ini adalah thread pengalaman pribadi setelah vaksin covid19 moderna vaccine 2nd jabs. Kipi dan reaksi yg ku alami sendiri ditubuh yg kupunya ini. Para mutual bisa skip karena ga penting hihi
";neutral
info vaksin, semoga bermanfaat https://t.co/FY3sCxG3EQ;"info vaksin, semoga bermanfaat
";neutral
@msianinsight Baru semalam Khairy Jamaluddin melafazkan bahawa ramai kat Kedah tak hadir utk menerima vaksin dos pe… https://t.co/iD5FdaVmDI;"Baru semalam Khairy Jamaluddin melafazkan bahawa ramai kat Kedah tak hadir utk menerima vaksin dos pertama walaupun telah mendaftar kat MySejahtera. Harap2 org Kedah tabahkan diri utk ke pusat PPV & menerima suntikan penuh utk keselamatan diri serta keluarga masing2.
";neutral
"VAKSIN AGLOMERASI CETAK HERDIMMUNITY WARGA SIDOARJO 

Selengkapnya : https://t.co/m21A3sMfoV https://t.co/Xi55tDYM3B";;neutral
Sebanyak 984 orang remaja menerima suntikan penuh dos vaksin COVID-19 manakala 9,682 orang telah mendapat suntikan… https://t.co/3g23QREjx7;"Sebanyak 984 orang remaja menerima suntikan penuh dos vaksin COVID-19 manakala 9,682 orang telah mendapat suntikan dos pertama di Perak menerusi program vaksinasi bagi kumpulan berkenaan setakat Isnin lepas.

#MenangBersama 

https://bernama.com/bm/am/news.php?id=2005694";neutral
"Vaksinasi santri Babul Khaer Bulukumba.
Saya Anak Pondok Sudah Vaksin!

#PercepatKekebalanKomunal
Tercapai Herd Imm… https://t.co/MHjEUPYPJ8";;neutral
Polres Tegal, Kodim Tegal bersama organisasi masyarakat Projo dan Universitas Bhamada Slawi menyelenggarakan kegiat… https://t.co/HJLJOyLeta;"Polres Tegal, Kodim Tegal bersama organisasi masyarakat Projo dan Universitas Bhamada Slawi menyelenggarakan kegiatan vaksin Covid-19 di Gedung Yaumi Slawi, Kabupaten Tegal.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";neutral
Besok vaksin tp ni badan lemes, sakit duh;;negative
@leeknowbayi Camat vaksin ayang;;neutral
@setkabgoid kalau bisa vaksin mau cepat jangan milih2 seperti ditangerang Bojong nangka kelapa dua harus pake kk se… https://t.co/XfvBiQYz2h;"@setkabgoid
 kalau bisa vaksin mau cepat jangan milih2 seperti ditangerang Bojong nangka kelapa dua harus pake kk segala yg musti ada Dukcapilnya,kalau tidak ada tidak bisa,belum mundar mandirnya ribet banget sih,yg mudah musti dibuat sulit2
KTP saja SDH cukup";positive
"Terkait Kebutuhan Vaksin pada APBD Perubahan, Sesuai Kemampuan Keuangan

https://t.co/Q4c39L0sSI";;neutral
adek gue ketawa bgt anying, dia bilang vaksin tu isinya air putih ya kak😭😭😭😭😭😭👎🏻👎🏻;;neutral
@FWBESS G dulu kak, belum vaksin;;neutral
@daisyndelions prgi vaksin pon cntikk;;neutral
gue baru aja vaksin kedua efeknya jd ngantuk bgt anjir;;negative
@suyiesw bekas vaksin SAKIT BANGET MEN pdhal bru yg pertama;;negative
Polri menggelar Vaksinasi Massal Dosis Dua di gerai vaksinasi masyarakat bisa mendapatkan vaksin Covid-19 secara gr… https://t.co/dYdOYLpBHL;"Polri menggelar Vaksinasi Massal Dosis Dua di gerai vaksinasi masyarakat bisa mendapatkan vaksin Covid-19 secara gratis.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
Hal ini terbukti meningkatnya pendaftar untuk mengikuti vaksin dari 300 orang menjadi 600 orang. Srikandi Gerindra… https://t.co/fOVOSlFOKe;"Hal ini terbukti meningkatnya pendaftar untuk mengikuti vaksin dari 300 orang menjadi 600 orang. Srikandi Gerindra Papua ini pun berharap dengan meningkatnya kesadaran masyarakat akan pentingnya vaksin, maka tingkat penularan COVID-19 di Bumi Cendrawasih ini bisa hilang.
";neutral
Puan Maharani Dukung Pemerintah Lobi WHO Agar Indonesia Jadi Pusat Vaksin Global https://t.co/F1SlwR6kcq;;neutral
susah jelasinnya, tapi saya dah vaksin. gapenting sih...;;positive
@jullie_id @dkurooo Emang harus cepet cepet vaksin u keknya;;positive
Baru pulang vaksin lgsg marah-marah. Maunya apa?;;neutral
Menurut Yanni, S.H., Ketua DPD Gerindra Papua, tingkat kesadaran masyarakat untuk mengikuti program vaksin ini suda… https://t.co/lUZPQxHaUB;"Menurut Yanni, S.H., Ketua DPD Gerindra Papua, tingkat kesadaran masyarakat untuk mengikuti program vaksin ini sudah sangat bagus. #AksiNyata
";neutral
Pamit mau vaksin, dikasih amplop katanya buat jajan di jalan, trus habis vaksin disuruh langsung pulang aja gausah… https://t.co/8gA52Ymxle;"Pamit mau vaksin, dikasih amplop katanya buat jajan di jalan, trus habis vaksin disuruh langsung pulang aja gausah balik ke tempat kerja, kalo gini mau vaksin 10 kali juga gpp😅
";positive
"Luar biasa... 2017 di Rumania sudah ada vaksin Covid-19.

https://t.co/Z2mb4xYBEl https://t.co/Mb4ZUeqNR3";;neutral
@LaweyanPolisi @Polresta_Solo Polri menggelar Vaksinasi Massal Dosis Dua di gerai vaksinasi masyarakat bisa mendapa… https://t.co/WOl7mVQcWv;"Polri menggelar Vaksinasi Massal Dosis Dua di gerai vaksinasi masyarakat bisa mendapatkan vaksin Covid-19 secara gratis.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";neutral
"Program vaksinasi nasional terus dikebut , dengan perluasan target untuk usia 12-17 tahun. 

Perluasan target ini m… https://t.co/K60AeebCpn";"Program vaksinasi nasional terus dikebut , dengan perluasan target untuk usia 12-17 tahun. 

Perluasan target ini membuat Indonesia mampu menyuntikkan vaksin Covid-19 sebanyak 1,2 juta Dosis per hari. 

#AirlanggaTunjukanKinerja";neutral
Weishenv! Yangyang habis vaksin, gemes bgt 😄;;positive
Ribuan Dosis Vaksin Disuntikan Masyarakat Bojonegoro https://t.co/lpnOI46zDK;;neutral
@UMonline Jangan bangkitkan kemarahan rakyat dengan menghukum mereka yang anti-vaksin. Diharapkan dibawah kepimpina… https://t.co/EOpkM9yQae;Jangan bangkitkan kemarahan rakyat dengan menghukum mereka yang anti-vaksin. Diharapkan dibawah kepimpinan kerajaan skg.  Tidak berlaku kekejaman  dari sesuatu yg telah dinyatakan tidak wajib;negative
@lunaandhelios Iyap bener, vaksin bener2 penolong banget sih weh, jd aku yakin jinjin nggak akan kenapa2 apa lg dia udah vaksin kan;;positive
@godplsforgiveus @amamacay nyebut nomer antrian vaksin itu mah;;positive
Buruan vaksin yg ke 2 biar aku ada temennya https://t.co/niKGDaoQTF;;negative
Habis vaksin kok malah baperan ya;;negative
@NADIRA66450571 Selamat sore, bagi calon pengguna jasa KRL saat ini wajib menunjukkan sertifikat vaksin baik dalam… https://t.co/EQEtimiGTW;Selamat sore, bagi calon pengguna jasa KRL saat ini wajib menunjukkan sertifikat vaksin baik dalam bentuk fisik maupun digital, atau sebagai alternatif cukup melakukan scan barcode melalui aplikasi PeduliLindungi. Terima kasih.;neutral
@yangbikinkangen aku baru kemarin vaksin buk kebetulan kena pas juki kuga sama, ditanya sama nakesnya cuma gak terpapar 2 minggu lalu;;neutral
"@ajengristia21 Kalo menurut gue justru karena emang angka kesakitan orang udah berkurang drastis.
Yang dulunya taku… https://t.co/uiGlanfNop";;positive
@YM_penyapu Nak tak nak kena terima la kesan vaksin ni kan. Terima Kasih;;positive
kakakku udah dibeliin kendaraan untuk kuliah nanti. tadi kata temen ptm mulai habis pts, lah kalo gitu senin besok.… https://t.co/hkG7eT3hzl;kakakku udah dibeliin kendaraan untuk kuliah nanti. tadi kata temen ptm mulai habis pts, lah kalo gitu senin besok. terus, vaksin kedua makin deket, jujur aja aku takut.;neutral
@PLindungi min..... sy gbisa akses katanya salah NIK. Pas sy cek NIK yg tercantim di lembar data pd saat vaksin ter… https://t.co/wum68MqyXM;"@PLindungi
 min..... sy gbisa akses katanya salah NIK. Pas sy cek NIK yg tercantim di lembar data pd saat vaksin tertulis ksalahan 1 no pd NIK
Sy udj 2x email ke email PLindungi blm ada response

Mohon bantuan gimana..butuh bukti sertifikat udh vaksin nih 

Makasih";negative
Bsk vaksin dosis 2 d RSHS sakit gk yah, ada yg mau nemenin gk hhe;;neutral
@CommuterLine Min naik ka lokal merak bisa pakai sertifikat vaksin yang sudah cetak tidak;;neutral
@reefqieee vaksin kat sekolah😃😭;;negative
@dr_koko28 @lanunatuna Mungkin type vaksin.;;negative
Yang boleh ke bioskop cuma yg udah vaksin 2 kali?;;positive
@sygfess Lgsg biasa aja nder, malah abis vaksin tu beli gelato;;positive
Di Pasar Bili-bili Desa Bili-bili Kec. Bontomarannu Kab. Gowa, berlangsung Serbuan Vaksinasi terhadap masyarakat um… https://t.co/D1G4L8MiCP;Di Pasar Bili-bili Desa Bili-bili Kec. Bontomarannu Kab. Gowa, berlangsung Serbuan Vaksinasi terhadap masyarakat umum menggunakan Vaksin Sinovac oleh Kodim 1409/Gowa bekerjasama dengan Pemda Gowa dalam rangka HUT TNI ke - 76 tahun 2021., guna pencegahan Covid-19.;neutral
oh adek abis vaksin.. ngilu ngilu dah tuh tangan 😂;;negative
@turangga57 @alvinrio_1501 Di Eropa mandatori vaksin buat masuk restoran dilawan turun ke jalan. Di wakanda yg raky… https://t.co/jAHa4dmmg5;Di Eropa mandatori vaksin buat masuk restoran dilawan turun ke jalan. Di wakanda yg rakyatnya buih yg tertidur pulas masih belum tersadar dari mimpinya...🤦🤦🤦;positive
"Klaim Johnson &amp; Johnson terkait efikasi vaksin buatannya. #vaksincovid19 #johnsonandjohnson

https://t.co/NZVSqlMPjz";;neutral
"Kayaknya emang sengaja pada pengen covid dilanjutin deh, mulai dari SD (yg bocah""nya pada belom vaksin) malah dibuka";;negative
@Aldi15662659 @KAI121 Ada syarat harus vaksin/swabnya ga kak?;;neutral
Habis Vaksin Covid-19 Tak Ada Efek Samping, Apakah Antibodi Tak Bekerja? https://t.co/xgOMLGK7QM;;positive
@bertanyarl dibeliin sempolan pas bantu vaksin https://t.co/kQWtXJACw6;;positive
"memang le kau mengandung &amp; beranakkan anak kau, tapi anak kau duduk asrama, bagi je lah ambil vaksin tu.";;positive
@PLindungi Sy sudab vaksin 2 hari yg lalu,tapi belum muncul juga sertifikatnya, pas cek begini! https://t.co/AXPv1A7lFO;Sy sudab vaksin 2 hari yg lalu,tapi belum muncul juga sertifikatnya, pas cek begini!;neutral
Besok vaksin dosis 2 moderna badan ga fit blas aswwww;;neutral
Di pasar Balang-balang dalam rangka HUT TNI yang ke-76 bertujuan semaksimal mungkin mengajak masyarakat melaksanaka… https://t.co/kEw2kTAB9F;"Di pasar Balang-balang dalam rangka HUT TNI yang ke-76 bertujuan semaksimal mungkin mengajak masyarakat melaksanakan Vaksin yang diselenggarakan Kodim 1409/Gowa bekerjasama dengan Pemkab Gowa., guna pencegahan Covid-19 dan menyukseskan program pemerintah.
";neutral
@yangbikinkangen 3bulan setelah tes hasilnya (-) bu, tapi aku belum 3bulan udah bisa vaksin kemarin :((;;positive
"Alhamdulillah 
Tetep patuhi protokol kesehatan dan jangan lupa vaksin https://t.co/R4NamvLsvu";Dis! Kabar baik hari ini;positive
"@YuliEndah3 @Naga_Wicaksana2 @jokowi Yg ngeyel, angel kandanane.
Hanya rasa malu yg tersisa.
Kanan kiri tetangga ik… https://t.co/YUltbvfVem";"Yg ngeyel, angel kandanane.
Hanya rasa malu yg tersisa.
Kanan kiri tetangga ikut vaksin gratis.
Mosok sih kanggo awakmu, juga imun bg keluarga, solidaritas kebersamaan, kok wegah?
Ayo Vaksiin.
Tetap Prokes.
#JokowiMampuKendalikanPandemi";neutral
Giat pengamanan jalur rute keluar rombongan tamu vip Pemda dan jalur Vaksin yang akan menuju kota Pontianak, situas… https://t.co/x7XFvUBx2x;"Giat pengamanan jalur rute keluar rombongan tamu vip Pemda dan jalur Vaksin yang akan menuju kota Pontianak, situasi aman lancar.
#poldakalbarberkibar 
#polreskuburayabersinar 
#PolsekwasBandaraSupadio";positive
Pemerintah kembali menambah ketersediaan vaksin Covid-19 dengan menerima kedatangan vaksin tahap ke-73 sebanyak 684… https://t.co/HHYDyX7CEH;"Pemerintah kembali menambah ketersediaan vaksin Covid-19 dengan menerima kedatangan vaksin tahap ke-73 sebanyak 684.900 dosis  vaksin

Selengkapnya 👇🏻 #Vaksin";negative
"Giat Vaksin Serentak SMPN 5 Takokak
@Humas Polres Cianjur 
@Polres Cianjur https://t.co/70E44dFXfy";"Giat Vaksin Serentak SMPN 5 Takokak
@Humas
 Polres Cianjur 
@Polres
 Cianjur";positive
Ayo segera vaksin, aman dan halal #vaksin #vaksinaman #vaksinhalal https://t.co/KSpya6ionT;Ayo segera vaksin, aman dan halal #vaksin #vaksinaman #vaksinhalal;neutral
@BayCoff Udah vaksin kedua masih bisa kena ya?;;neutral
abis vaksin tangan gue jdi pegel 😩😩;;positive
Presiden CUEPACS, Adnan Mat, berkata walaupun 98 peratus penjawat awam mengambil vaksin, tetapi baki dua peratus ya… https://t.co/agC9rUBc5U;"Presiden CUEPACS, Adnan Mat, berkata walaupun 98 peratus penjawat awam mengambil vaksin, tetapi baki dua peratus yang belum divaksin walaupun kecil tidak harus timbul, disebabkan mereka adalah pelaksana kepada dasar kerajaan.
#KwikNews #Berita";neutral
@topglobalbct Selamat siang kak @topglobalbct . Dapat kami informasikan bahwa persyaratan penerbangan domestik Bata… https://t.co/Z2UM4ZrtbF;"Selamat siang kak 
@topglobalbct
 . Dapat kami informasikan bahwa persyaratan penerbangan domestik Batam-Jakarta yaitu wajib melampirkan sertifikat vaksin (minimal vaksinasi dosis pertama) serta melampirkan hasil PCR Test dengan masa berlaku 2x24 jam. (1).";neutral
Sudah vaksin yaa.. https://t.co/OPGrS1LAZJ;Sudah vaksin yaa..;positive
Nyari vaksin dosis dua dimanaa 🥲🥲;;neutral
"@detikcom ini ga bisa cerita semoga karna mencegah munculnya paranoid di sebagian kalangan

cuma, butuh kepastian j… https://t.co/ikq4eNwFvP";"ini ga bisa cerita semoga karna mencegah munculnya paranoid di sebagian kalangan

cuma, butuh kepastian juga sih penyebab pastinya. sakit apa, dan di vaksin apa";positive
Rabu tgl 22 September 2021 Babinsa Koramil 10/KB  Kodim 0310/SSD Serda Supriyanto melaksanakan kegiatan pendampinga… https://t.co/JCrCFCA2w8;"Rabu tgl 22 September 2021 Babinsa Koramil 10/KB  Kodim 0310/SSD Serda Supriyanto melaksanakan kegiatan pendampingan vaksin di SMA Negeri 2 Koto Baru kec. Koto Baru Kab. Dharmasraya.
";positive
ramainya yang pergi ambik vaksin ni 😭;;negative
@Askrlfess aku abis vaksin seminggu kemudian malah positif;;neutral
"anti vaksin ni sebenarnya bodoh ke bangang?

Bila CHOOSE not to get vaccinated kan, kau kena redha la dengan segala… https://t.co/bgPsMVxqnb";"anti vaksin ni sebenarnya bodoh ke bangang?

Bila CHOOSE not to get vaccinated kan, kau kena redha la dengan segala kemudahan dan kelebihan apabila kena stripped down all those privileges.

Kalau u choose taknak divaksin,
other can choose not to give u the privileges jgk.

ok?";neutral
@yourgurlpiiio Udah kebal di vaksin?;;negative
@leeyalynx @subschfess Tadi aku laporan lagi sama guru sebenernya ga enak laporan terus tapi aku takut diomelin mam… https://t.co/9aUOCSF0wc;Tadi aku laporan lagi sama guru sebenernya ga enak laporan terus tapi aku takut diomelin mama jadi aku urus sendiri. Iya aku disuru nunggu sampe vaksin ke 2 huhu;neutral
ini kpn slesainya aku vaksin dosia ke 2 masih 28 septtttt lamaaa nyaaaa https://t.co/0D3w3CETgc;"Selamat menunaikan ibadah Shang-Chi bagi yang hari ini menjalankannya.

Ada post credit scene sampe akhir banget, tungguin sampe mentok 👌";neutral
Boleh gak ya vaksin pertama udah astra, yang kedua vaksin pfizer? Kalo boleh mau bgt dh^^;;positive
@schfess Biasanya diomongin bareng wali kelas sih nder harusnya dibantuin nyampaikan ke guru yang ngurusin vaksin;;neutral
Perasaan vaksin udah berhari-hari yang lalu tapi kok tanganku masih pegel ya;;negative
Kemenkes Arab Saudi telah memberikan izin penerima vaksin Sinovac untuk melaksanakan Umrah. Tapi ada persyaratan la… https://t.co/KKqbAe3MGB;Kemenkes Arab Saudi telah memberikan izin penerima vaksin Sinovac untuk melaksanakan Umrah. Tapi ada persyaratan lain yang harus dipenuhi jamaah.;negative
@itsokaywae Sure, nunggu aku Vaksin dosis 1 ya Dim 😂 di Kediri susah banget dapat yang Sinovac 🙄;;neutral
@AdekMasMew_ ini semangat tp masih loyo habis vaksin😐;;neutral
Anak aku udah vaksin yeaaay https://t.co/HS1CiNYJbS;"210922 #YANGYANG 🧼

- i’ve done my first dose of the vaccine ~~

- my arm feels sore hahahahaha sleep";neutral
bile la nak selesai isu vaksin aku dekat @my_sejahtera  nie..dah la hantar email,nak tunggu dia balas 5 hari berkerja..;;negative
@WAYTOTHEClTY kau vaksin apa yang;;negative
"...Dosis Pertama Tahap Pertama telah diberikan pada 27-28 Agustus 2021 lalu. 
Irjen. Pol. Drs. Anang Syarif Hidayat… https://t.co/IgEI8HYEvk";"...Dosis Pertama Tahap Pertama telah diberikan pada 27-28 Agustus 2021 lalu. 
Irjen. Pol. Drs. Anang Syarif Hidayat, Kapolda Babel menyiapkan 250 Vaksin bagi seluruh civitas akademika di lingkungan IAIN Syaikh Abdurrahman Siddik Bangka Belitung pada Tahap Kedua kali ini.";neutral
...lingkungan IAIN Syaikh Abdurrahman Siddik Bangka Belitung pada Rabu, 22 September 2021. Vaksinasi dilaksanakan m… https://t.co/QhacQltzRr;...lingkungan IAIN Syaikh Abdurrahman Siddik Bangka Belitung pada Rabu, 22 September 2021. Vaksinasi dilaksanakan mulai pukul 08.00 WIB s.d. selesai di Gedung Terpadu IAIN Syaikh Abdurrahman Siddik Bangka Belitung. Vaksinasi ini bukan kali pertama dilaksanakan, lantaran Vaksin...;positive
Vaksinasi Merdeka Serentak, Polda Riau Gandeng Perguruan Tinggi Siapkan 9000 Vaksin Dan 1500 Paket Bansos… https://t.co/fCV8AH5Usb;Vaksinasi Merdeka Serentak, Polda Riau Gandeng Perguruan Tinggi Siapkan 9000 Vaksin Dan 1500 Paket Bansos http://dlvr.it/S82pt6;positive
nyuruh tmn vaksin biar bisa aku ajakin ke mall bli croffle 😭 https://t.co/qs7EQqcFsV;;neutral
@dr_koko28 Dok, tgl 26 di jadwal vaksin pfiezer yg kedua, skrg lg haid banyak, anemia, jika ditunda 1 minggu lagi boleh kah?;;positive
@itsnayoon kok jadi takut vaksin keduaa;;neutral
@tolongdiisiya ga dulu, abis vaksin;;neutral
@WatchmenID Min aturan ibadah ntn skr kudu vaksin 2x ya? Yg baru sekali blm bisa ntn bener min?;;negative
abis dikeluarin vaksin buat anak-anak, sekarang yang disorot covid di usia sd-smp.^^;;neutral
@bekasibase Sepupu w 14 taun bisa vaksin tnpa ktp;;negative
@bertanyarl Tadi pas ngantri vaksin hehe https://t.co/UsfmKNAX2w;Tadi pas ngantri vaksin hehe;positive
Warga Antusias Divaksin, dr. Tulus: Warga Sudah Sadar Tentang Vaksin -  https://t.co/4NN7og14bP #timesindonesia lewat @timescoid;;neutral
@keripicc Beli vaksin covid yang rasa stroberi;;neutral
lg mau vaksin eh g dpt no antrian dahlah;;negative
"Pak @ganjarpranowo mohon di infokan kembali, bagaimana caranya vaksin &amp; mendapatkan informasi tentang vaksin di Sem… https://t.co/I5pDyjpkH8";"Pak 
@ganjarpranowo
 mohon di infokan kembali, bagaimana caranya vaksin & mendapatkan informasi tentang vaksin di Semarang, khususnya bagi orang (bukan KTP Semarang) atau perantau di Semarang, karena masih ada teman2 yang ingin vaksin namun belum bisa mendapatkannya. Terimakasih";neutral
Ternyata di vaksin rasanya sepegel itu^^;;neutral
Wehhh jumpa crush siak time vaksin besok https://t.co/lp0XCJ82uN;;neutral
napa sertifikat vaksin gua ga nongol di peduli lindungi woyyy;;positive
@MalaysiaGazette Pi ja lah vaksin lahai lagi sanggup hilang kerja dari kena vaksin. Adoi tak faham konsep;;neutral
@aslinyaduaorang ijinnya dari pagi atau pas jam mau vaksin aja?;;positive
Sekurang-kurangnya 308,000 remaja berumur lingkungan 12 hingga 17 tahun telah menerima dos pertama vaksin COVID-19… https://t.co/gAquEjrSax;"Sekurang-kurangnya 308,000 remaja berumur lingkungan 12 hingga 17 tahun telah menerima dos pertama vaksin COVID-19 di seluruh negara sehingga semalam, kata Timbalan Menteri Kesihatan, Datuk Dr Noor Azmi Ghazali.

#VaksinCOVID
#KKM
#KeluargaMalaysia
#JabatanPenerangan
#PerlisMaju";positive
Open Adopt Kucing Daerah Bintaro, toothless udah vaksin 1x..mau dikasih untuk yang niat ngerawat karna dirumahku ud… https://t.co/lmjZkaUruW;Open Adopt Kucing Daerah Bintaro, toothless udah vaksin 1x..mau dikasih untuk yang niat ngerawat karna dirumahku udh banyak kucing dan ada kucing yg sakit juga..Waktu itu dia ku rescue..kalo ada yg mau rawat mention ya..🙏🏼;positive
@azzura_lhi Nah iya, kalau mau nonton di venue, harus vaksin kan;;neutral
Pelaksanaan Vaksin Mobile Poliklinik Polres Banyuasin di PT TBL di desaa Sidomulyo kec.Air kumbang Kab.Banyuasin https://t.co/f5rZvSU6YC;Pelaksanaan Vaksin Mobile Poliklinik Polres Banyuasin di PT TBL di desaa Sidomulyo kec.Air kumbang Kab.Banyuasin;negative
jaga malam, lanjut screening vaksin, lanjut rapat, terus jam segini lapar belum makan siang belum istirahat, dan na… https://t.co/gyTAZG1wCM;jaga malam, lanjut screening vaksin, lanjut rapat, terus jam segini lapar belum makan siang belum istirahat, dan nanti jaga malam lagi. 👍👍👍👍👍👍👍;neutral
@BLACKPINK babi aku semangat balik dari cucuk vaksin pastu malam lisa money , ko gi tangguh sial;;neutral
yang vaksin mahasiswa, yang tatap muka anak sd 💔👍;;negative
"Ada kabar baik nih, Smartcitizen!

Kini, vaksin Pfizer dosis 2 sudah tersedia di JAKI, lho. Yuk, segera daftar dan… https://t.co/kkf6stdvfi";"Ada kabar baik nih, Smartcitizen!

Kini, vaksin Pfizer dosis 2 sudah tersedia di JAKI, lho. Yuk, segera daftar dan cek kuotanya secara berkala melalui http://qrco.de/kuotavaksinjaki.

Segera unduh JAKI melalui tautan http://qrco.de/appsjaki. 

#JAKIBikinGampangVaksinasi #VaksinDulu";neutral
"Kapolres Lampung Timur dan Kasdim 0429/Lamtim mengikuti vicon VAKSIN SERENTAK bersama PANGLIMA TNI &amp; KAPOLRI di GER… https://t.co/kMI7fSlHSr";"Kapolres Lampung Timur dan Kasdim 0429/Lamtim mengikuti vicon VAKSIN SERENTAK bersama PANGLIMA TNI & KAPOLRI di GERAI VAKSIN PUSKESMAS BATANGHARI
#vaksinasimerdeka
#covid19
#vaksinserentak
@divisihumaspolri
@humas_poldalampung
@polres_lampung_timur https://instagr.am/p/CUHc9xMlzAj/";negative
@humanhybriid blom vaksin kedua aku;;negative
Adik dah vaksin semalam.;;negative
bestnyaa member ramai dah vaksin😭😭😭;;positive
"UNTUK MAKLUMAN

Aktiviti dine-in dibenarkan untuk pelanggan yang telah lengkap vaksin di lokasi R&amp;R PLUS terpilih s… https://t.co/mjlo07yna5";"UNTUK MAKLUMAN

Aktiviti dine-in dibenarkan untuk pelanggan yang telah lengkap vaksin di lokasi R&R PLUS terpilih sahaja seperti di dalam visual

#KitaJagaKita    #SatuPembelianSeribuHarapan
#OrderDiSini
";neutral
Kementerian Sains, Teknologi dan Inovasi (MOSTI)  akan memantapkan ekosistem pembangunan vaksin negara dalam usaha… https://t.co/scxaRTYTpd;"Kementerian Sains, Teknologi dan Inovasi (MOSTI)  akan memantapkan ekosistem pembangunan vaksin negara dalam usaha membangunkan vaksin keluaran tempatan, kata Menterinya, Datuk Seri Dr Adham Baba.

#VaksinCOVID19
#MOSTI
#KeluargaMalaysia
#JabatanPenerangan 
#PerlisMaju";positive
"#BHwilayah Bekalan itu bagi pelalian remaja di Miri dan Sibu

https://t.co/XsoEldwpfo";;positive
Si bungsu hari ini vaksin pertama. Uhuhuhuuuuuu. Gmn efeknya nak?? Ngantuk kah? Atau laper trus??? @.yangyang 😁;;positive
kalo masuk mall, tp masih vaksin sekali (tanda kuning) udah bisa belum ya? apa kudu hijau ndes;;neutral
@bymoonab Memeng emang beda wkwk.. Istirahat habis vaksin teh kalo berasa ada efeknya lho;;neutral
Pi vaksin sekali senior jaga kaunter ingat x kenai dah adeh🗿;;negative
"lg ramai vaksin, kok aku jd pgn nyuntik juga ya tp khusus nyuntik org yg ngeselin hehe🙂 biar ada yg jerit ""ampun bu bidan, jiakhhh""💆‍♀️";;neutral
"2) Peratus Kumulatif Pemberian Dos Vaksin COVID-19 (Sehingga 21 September 2021, 11:59pm)
• % Populasi Keseluruhan -… https://t.co/O8Mg6NQIHj";"2) Peratus Kumulatif Pemberian Dos Vaksin COVID-19 (Sehingga 21 September 2021, 11:59pm)
• % Populasi Keseluruhan - 1 dos      68.1%
• % Populasi Keseluruhan - lengkap  57.5%
• % Populasi Dewasa        - 1 dos       93.2%
• % Populasi Dewasa        - lengkap   80.2%";neutral
"Status terkini Kapasiti &amp; Penggunaan Katil COVID-19, Pemberian Vaksin &amp; Kes Baharu Sehingga 22 September 2021:

1)… https://t.co/AowNJj6XrQ";"Status terkini Kapasiti & Penggunaan Katil COVID-19, Pemberian Vaksin & Kes Baharu Sehingga 22 September 2021:

1) Kapasiti & Penggunaan Katil COVID-19 (Sehingga 21 September 2021, 5pm)
• Penggunaan katil Bukan ICU     63%
• Penggunaan katil ICU              75%";positive
kenapa member aku dpt vaksin dulu😌😌😌;;positive
"KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://t.co/XJKXOMWU8e 

JokowiMampu… https://t.co/O2Ido2Gpq1";"KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://baperanews.com/kjri-sebut-barcode-vaksin-covid-19-indonesia-tak-terbaca-di-sistem-arab-saudi 

JokowiMampuKendalikanPandemi
NgopiDaring BelaNegara
Ayu Azhari
Anies
#UN1TY
Lesti Kejora
VOUCHER PUNYAKU
Nidji
Berkorban
box misterius";positive
sebabkan kau keluar dating satu group lewat submit,kena potong markah,alasan keluar vaksin?dey pundei dah tahu esok… https://t.co/qTj2yS0mkV;sebabkan kau keluar dating satu group lewat submit,kena potong markah,alasan keluar vaksin?dey pundei dah tahu esok busy siap awal awal lah kanina cibai,menyusahkan org,ank babi baru nk buat...buto dah degree mcm sial perangai;positive
Guru Tolak Vaksin Tidak Akan Bersantai - Menteri https://t.co/pzN8Ig7hxz;Guru Tolak Vaksin Tidak Akan Bersantai - Menteri;positive
